ID,area_calc,elev_mean,elev_med,elev_std,elev_ran,slope_mean,mvert_dist,mvert_ang,elon_ratio,strm_dens,p_mean,et0_mean,eta_mean,arid_1,arid_2,p_season,frac_snow,hi_prec_fr,hi_prec_du,hi_prec_ti,lo_prec_fr,lo_prec_du,lo_prec_ti,lc_dom,agr_fra,bare_fra,forest_fra,glac_fra,lake_fra,urban_fra,lai_max,lai_diff,ndvi_max,ndvi_min,gvf_max,gvf_diff,bedrk_dep,root_dep,soil_poros,soil_condu,soil_tawc,sand_fra,silt_fra,clay_fra,grav_fra,oc_fra,gc_dom,gc_ig_fra,gc_mt_fra,gc_pa_fra,gc_pb_fra,gc_pi_fra,gc_py_fra,gc_sc_fra,gc_sm_fra,gc_ss_fra,gc_su_fra,gc_va_fra,gc_vb_fra,gc_wb_fra,geol_perme,geol_poros,govnr,name,river,area_gov,elev,lon,lat,country,fedstate,region,obsbeg_day,obsbeg_hr,obsend,gaps_pre,gaps_post,area_ratio,nrs_euhyd,nrs_rivat,typimpact,diur_art,diur_glac,degimpact,h1989_q_mean,h1989_runoff_ratio,h1989_stream_elas,h1989_slope_fdc,h1989_baseflow_index_ladson,h1989_baseflow_index_lfstat,h1989_hfd_mean,h1989_Q5,h1989_Q95,h1989_high_q_freq,h1989_high_q_dur,h1989_low_q_freq,h1989_low_q_dur,h1989_zero_q_freq,h1981_q_mean,h1981_runoff_ratio,h1981_stream_elas,h1981_slope_fdc,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_hfd_mean,h1981_Q5,h1981_Q95,h1981_high_q_freq,h1981_high_q_dur,h1981_low_q_freq,h1981_low_q_dur,h1981_zero_q_freq,wb_P,wb_PCRPS,wb_PERA5,wb_PMSW,wb_PET,wb_ET0,wb_ETA,wb_Q1,wb_Q2,transfer_count,has_transfer,is_impacted,valid_runoff_days
790,106.956,517,507,41,229,53,14.6,174,0.799,0.41,2.52,2.29,1.59,0.91,1.03,0.11,0.06,12.2,1.16,jja,201.45,3.52,son,211,0.702,0.0,0.226,0.0,0.0,0.048,3.24,2.9,0.7,0.29,0.85,0.57,1.19,1.17,0.52,0.329,0.16,0.243,0.32,0.437,0.055,0.008,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.839,0.032,0.0,0.0,0.0,0.0,-12.7,0.176,76176,Bopfingen,Eger,106.5,458,4346785,2861075,DEU,BWT,Danube above Inn,2003,2003,0,0.015,0.0,1.004,RL35118080,20402651.0,"E,M",0,0,s,,,,,,,,,,,,,,,0.836,0.341,1.414,2.982,0.423,0.341,138.5,0.074,3.131,19.784,2.451,87.491,7.081,0.0,2.52,1.96,2.59,2.36,3.83,2.29,1.59,,0.84,0,0,1,5479
793,39.924,684,687,26,156,62,10.3,8,0.693,0.49,3.31,2.26,1.79,0.68,0.74,0.27,0.07,12.35,1.19,,192.5,3.27,djf,231,0.542,0.0,0.4,0.0,0.0,0.012,4.4,3.82,0.79,0.32,1.03,0.69,16.49,1.3,0.44,0.225,0.16,0.573,0.257,0.17,0.081,0.005,su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.878,0.0,0.0,0.0,-11.2,0.247,76266,Rot an der Rot,Haslach,40.4,607,4324144,2765111,DEU,BWT,Danube above Inn,2006,2006,0,0.0,0.0,0.988,RL35057723,20426262.0,B,0,0,m,,,,,,,,,,,,,,,1.406,0.44,0.866,0.782,0.758,0.727,175.2,0.827,3.115,0.3,1.0,0.0,0.0,0.0,3.31,3.02,3.16,3.3,3.52,2.26,1.79,,1.41,0,0,1,4079
805,1586.59,2118,2186,477,2788,351,40.3,50,1.116,0.74,3.92,2.08,0.84,0.53,0.57,0.31,0.42,12.9,1.22,jja,167.05,2.97,djf,321,0.083,0.352,0.204,0.005,0.004,0.01,2.07,2.03,0.57,-0.01,0.76,0.95,0.75,0.96,0.4,0.05,0.11,0.72,0.181,0.099,0.1,0.008,sc,0.005,0.282,0.016,0.0,0.0,0.0,0.399,0.048,0.025,0.17,0.015,0.037,0.003,-12.0,0.085,2387,Fuerstenau,Hinterrhein,1577.0,650,4278704,2622566,CHE,GRI,Rhine,1981,1974,0,0.0,0.0,1.006,RL26004209,20462188.0,"A,E",1,0,s,2.009,0.512,1.604,2.112,0.627,0.453,240.2,0.465,5.369,0.55,1.375,6.9,1.643,0.0,2.067,0.52,1.714,2.147,0.628,0.458,242.639,0.46,5.448,0.472,1.308,9.556,1.72,0.0,3.92,3.49,4.25,4.26,4.61,2.08,0.84,2.01,2.07,0,0,1,13514
806,3233.159,2008,2087,546,2988,354,66.2,65,0.97,0.68,4.35,2.12,0.85,0.49,0.52,0.32,0.4,12.6,1.19,jja,159.7,2.99,djf,321,0.102,0.308,0.217,0.008,0.004,0.012,2.22,2.17,0.58,-0.01,0.77,0.94,0.78,0.95,0.41,0.041,0.11,0.71,0.189,0.101,0.099,0.009,sc,0.007,0.282,0.038,0.001,0.003,0.0,0.336,0.066,0.053,0.178,0.009,0.024,0.003,-12.1,0.088,2602,Domat/Ems,Rhein,3229.0,575,4279471,2636176,CHE,GRI,Rhine,1989,1989,0,0.0,0.0,1.001,RL26005006,20458880.0,"A,E",1,0,s,3.007,0.692,1.07,1.57,0.712,0.611,239.8,0.839,7.009,0.1,1.0,3.55,1.315,0.0,3.029,0.692,1.238,1.546,0.725,0.631,239.429,0.896,6.919,0.107,1.0,2.679,1.339,0.0,4.35,3.9,4.92,4.73,4.67,2.12,0.85,3.01,3.03,0,0,1,10592
813,107.1,2605,2598,400,2164,357,13.4,354,0.869,0.52,3.41,1.86,0.67,0.55,0.74,0.31,0.52,13.6,1.25,son,185.35,3.15,djf,332,0.009,0.576,0.051,0.169,0.0,0.007,0.72,0.72,0.29,-0.08,0.37,0.59,0.62,0.58,0.4,0.03,0.07,0.749,0.157,0.093,0.173,0.009,pa,0.11,0.267,0.313,0.068,0.001,0.0,0.077,0.0,0.003,0.127,0.032,0.0,0.002,-12.1,0.046,2262,Pontresina,Berninabach,107.0,1804,4313791,2597016,CHE,GRI,Inn above Salzach,1981,1974,0,0.074,0.071,1.001,RL35041570,20468527.0,-,0,1,l,3.751,1.101,0.845,5.915,0.638,0.669,271.95,0.226,12.458,13.952,2.683,139.169,69.575,0.0,3.788,1.097,0.682,5.995,0.64,0.673,273.0,0.231,12.513,9.445,2.482,140.844,72.429,0.0,3.41,2.72,3.76,2.89,2.02,1.86,0.67,3.75,3.79,0,0,0,13513
819,27.162,2361,2374,338,1640,468,9.8,356,0.603,0.28,3.37,1.93,0.77,0.57,0.76,0.3,0.48,11.45,1.16,son,177.5,2.99,djf,332,0.0,0.758,0.058,0.0,0.0,0.0,0.54,0.53,0.32,-0.04,0.36,0.56,0.48,1.3,0.4,0.031,0.15,0.728,0.183,0.088,0.038,0.007,sc,0.0,0.013,0.0,0.0,0.0,0.0,0.823,0.0,0.0,0.163,0.0,0.0,0.0,-11.5,0.095,2319,Zernez,Ova da Cluozza,27.0,1509,4330056,2619984,CHE,GRI,Inn above Salzach,1981,1974,0,0.0,0.0,1.006,RL35149571,20464042.0,-,0,0,l,2.384,0.708,1.277,3.189,0.651,0.641,252.8,0.48,7.982,4.8,1.811,9.15,12.2,0.0,2.443,0.721,1.182,3.079,0.66,0.668,254.028,0.499,7.936,3.611,1.806,15.639,17.061,0.0,3.37,2.54,3.9,2.8,3.21,1.93,0.77,2.38,2.44,0,0,0,13514
826,446.791,489,460,120,721,91,25.4,105,0.939,0.45,2.15,2.19,1.56,1.02,1.35,0.19,0.14,13.65,1.16,,209.95,3.33,son,211,0.565,0.0,0.375,0.0,0.001,0.05,3.7,3.5,0.72,0.13,0.84,0.79,4.17,1.11,0.48,0.284,0.15,0.427,0.343,0.23,0.135,0.007,mt,0.0,0.386,0.032,0.0,0.0,0.004,0.201,0.092,0.152,0.132,0.0,0.0,0.0,-12.4,0.094,309,Lupene,Moravska Sazava,445.2,385,4811891,2995596,CZE,OLM,Morava,1981,2004,0,0.0,0.0,1.004,RL35133009,20376803.0,K,0,0,m,0.79,0.367,1.709,2.475,0.577,0.57,167.55,0.126,2.471,7.25,3.295,40.45,7.422,0.0,0.789,0.365,1.412,2.326,0.591,0.578,164.722,0.126,2.379,5.694,2.971,38.222,7.56,0.0,2.15,1.67,2.51,1.45,2.76,2.19,1.56,0.79,0.79,0,0,1,13514
828,573.409,446,438,81,436,88,28.3,50,0.955,0.35,2.03,2.31,1.63,1.14,1.47,0.34,0.12,15.55,1.19,jja,222.7,3.59,djf,211,0.531,0.0,0.413,0.0,0.0,0.044,3.59,3.29,0.71,0.2,0.84,0.7,2.33,1.23,0.48,0.317,0.16,0.42,0.354,0.225,0.13,0.008,ss,0.0,0.098,0.0,0.002,0.0,0.0,0.078,0.148,0.593,0.076,0.0,0.005,0.0,-12.5,0.161,314,Lostice,Trebuvka,553.6,254,4819751,2982637,CZE,OLM,Morava,1981,2004,0,0.0,0.0,1.036,RL35132859,20379851.0,K,0,0,m,0.364,0.18,2.036,1.633,0.622,0.589,179.0,0.104,0.99,4.6,2.629,0.45,1.5,0.0,0.367,0.18,1.903,1.668,0.637,0.61,178.611,0.099,1.017,4.167,2.308,1.083,2.438,0.0,2.03,1.73,2.07,1.4,3.19,2.31,1.63,0.36,0.37,0,0,1,13514
833,719.664,575,559,130,784,163,34.3,336,0.883,0.32,2.66,2.25,1.61,0.85,0.99,0.33,0.14,13.4,1.22,jja,199.5,3.17,son,312,0.322,0.0,0.613,0.0,0.001,0.042,4.36,4.07,0.76,0.2,0.86,0.72,0.97,1.24,0.46,0.317,0.15,0.464,0.336,0.2,0.151,0.007,ss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.967,0.031,0.0,0.0,0.0,-14.4,0.184,324,Jarcova,Vsetinska Becva,723.9,294,4897819,2957057,CZE,ZLN,Morava,1981,2004,2010,0.037,0.019,0.994,RL35132177,20387557.0,A,0,0,m,1.112,0.417,1.504,2.817,0.453,0.389,172.55,0.134,4.262,17.3,2.621,66.2,8.487,0.0,1.07,0.405,0.967,2.768,0.453,0.384,174.5,0.135,4.033,15.611,2.476,61.111,8.627,0.0,2.66,2.3,2.53,1.9,3.48,2.25,1.61,1.11,1.07,0,0,1,13514
836,1598.467,491,491,168,1002,124,73.5,271,0.613,0.37,2.49,2.3,1.63,0.92,1.07,0.34,0.13,13.9,1.24,jja,203.6,3.24,son,312,0.437,0.0,0.474,0.0,0.001,0.067,3.8,3.54,0.74,0.18,0.85,0.73,2.87,1.21,0.47,0.29,0.15,0.457,0.331,0.212,0.129,0.007,ss,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.059,0.798,0.135,0.0,0.003,0.0,-12.6,0.186,330,Dluhonice,Becva,1592.8,200,4857358,2953352,CZE,OLM,Morava,1981,2004,2010,0.037,0.019,1.004,RL35131950,20387654.0,A,0,0,m,0.918,0.369,2.029,2.714,0.5,0.452,176.75,0.121,3.046,9.1,2.364,52.15,7.784,0.0,0.898,0.363,1.534,2.734,0.496,0.434,178.5,0.122,3.025,8.778,2.241,52.056,8.518,0.0,2.49,2.19,2.42,1.83,3.33,2.3,1.63,0.92,0.9,0,0,1,13514
840,7022.223,435,400,192,1320,87,109.3,158,0.865,0.45,2.18,2.31,1.62,1.06,1.28,0.32,0.12,13.7,1.21,jja,206.55,3.21,son,211,0.547,0.0,0.36,0.0,0.002,0.066,3.55,3.32,0.72,0.17,0.85,0.74,8.0,1.23,0.48,0.285,0.16,0.416,0.355,0.23,0.123,0.007,ss,0.0,0.149,0.007,0.003,0.0,0.003,0.023,0.083,0.432,0.295,0.0,0.004,0.0,-12.4,0.147,339,Kromeriz,Morava,7013.3,183,4858215,2936928,CZE,ZLN,Morava,1981,2004,0,0.0,0.0,1.001,RL35131270,20390893.0,"A,K",0,0,m,0.605,0.277,2.065,2.281,0.616,0.599,177.55,0.127,1.796,3.7,3.083,15.7,5.925,0.0,0.599,0.275,1.402,2.192,0.622,0.594,176.889,0.124,1.735,2.806,2.806,15.778,6.529,0.0,2.18,1.79,2.27,1.54,3.14,2.31,1.62,0.61,0.6,0,0,1,13514
847,401.926,366,354,91,541,91,24.7,216,0.917,0.37,2.23,2.52,1.71,1.13,1.34,0.33,0.11,15.2,1.23,jja,222.55,3.55,son,211,0.556,0.0,0.378,0.0,0.001,0.058,3.9,3.67,0.75,0.2,0.87,0.72,1.05,1.27,0.5,0.332,0.15,0.346,0.317,0.336,0.162,0.008,ss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,0.52,0.074,0.0,0.011,0.0,-12.9,0.19,349,Uhersky Brod,Olsava,400.9,201,4879121,2907105,CZE,ZLN,Morava,1981,2004,0,0.0,0.0,1.003,RL35129677,20397940.0,A,0,0,s,0.422,0.19,0.878,2.576,0.512,0.47,176.05,0.049,1.409,11.2,2.872,59.55,8.568,0.0,0.427,0.193,0.73,2.671,0.504,0.459,171.333,0.051,1.497,12.056,2.696,66.0,8.165,0.0,2.23,1.9,2.12,1.73,3.53,2.52,1.71,0.42,0.43,0,0,1,13514
865,1634.092,529,542,127,641,86,73.6,142,0.619,0.38,2.12,2.3,1.63,1.08,1.47,0.37,0.12,14.05,1.21,jja,213.05,3.38,djf,211,0.55,0.0,0.385,0.0,0.003,0.051,3.29,3.03,0.7,0.17,0.83,0.72,1.23,1.22,0.47,0.637,0.16,0.432,0.35,0.218,0.139,0.009,mt,0.0,0.745,0.076,0.003,0.016,0.0,0.024,0.031,0.044,0.06,0.0,0.0,0.0,-13.0,0.038,375,Brno - Porici,Svratka,1637.2,197,4801029,2918528,CZE,SMO,Morava,1988,2004,0,0.0,0.0,0.998,RL35130417,20394369.0,A,1,0,s,0.4,0.188,0.848,1.629,0.666,0.618,173.9,0.121,1.078,3.95,4.938,4.3,4.778,0.0,0.388,0.183,1.979,1.658,0.681,0.633,168.621,0.123,1.062,2.966,4.095,2.621,4.75,0.0,2.12,1.74,2.2,1.34,3.44,2.3,1.63,0.4,0.39,0,0,1,10958
867,426.42,512,504,78,424,78,31.9,152,0.731,0.35,2.2,2.28,1.66,1.04,1.45,0.37,0.12,14.9,1.2,jja,213.6,3.43,son,211,0.621,0.0,0.31,0.0,0.004,0.059,3.28,3.04,0.69,0.16,0.83,0.73,1.09,1.17,0.47,0.424,0.15,0.431,0.35,0.219,0.14,0.007,sc,0.0,0.25,0.008,0.015,0.0,0.003,0.275,0.233,0.12,0.097,0.0,0.0,0.0,-12.2,0.125,378,Letovice,Svitava,423.8,320,4796721,2956776,CZE,SMO,Morava,1981,2004,0,0.0,0.0,1.006,RL35132065,20385411.0,A,1,0,s,0.306,0.139,1.545,1.072,0.765,0.766,185.8,0.119,0.652,1.55,4.429,0.0,0.0,0.0,0.313,0.142,1.084,1.157,0.77,0.764,183.972,0.132,0.689,1.111,3.636,0.0,0.0,0.0,2.2,1.71,2.22,1.45,3.08,2.28,1.66,0.31,0.31,0,0,1,13514
869,1126.32,494,496,98,530,83,64.2,158,0.59,0.36,2.09,2.32,1.64,1.11,1.47,0.4,0.11,15.15,1.22,jja,218.75,3.49,djf,211,0.51,0.0,0.411,0.0,0.002,0.063,3.42,3.13,0.7,0.2,0.83,0.69,1.46,1.18,0.47,0.5,0.15,0.464,0.328,0.208,0.135,0.008,ss,0.0,0.151,0.12,0.006,0.001,0.001,0.167,0.137,0.32,0.098,0.0,0.0,0.0,-12.4,0.116,380,Bilovice nad Svitavou,Svitava,1120.0,218,4806381,2925642,CZE,SMO,Morava,1981,2004,0,0.0,0.0,1.006,RL35130665,20393534.0,"A,K",0,0,s,0.3,0.144,0.627,1.28,0.697,0.684,181.7,0.11,0.725,2.85,3.562,0.7,1.556,0.0,0.313,0.149,0.812,1.437,0.697,0.683,180.139,0.111,0.798,2.472,2.871,0.639,1.917,0.0,2.09,1.7,2.16,1.31,3.55,2.32,1.64,0.3,0.31,0,0,1,13514
879,566.36,442,451,90,489,45,48.2,105,0.558,0.36,1.84,2.43,1.58,1.32,1.61,0.39,0.1,16.45,1.21,jja,231.2,3.68,djf,211,0.704,0.0,0.235,0.0,0.002,0.049,2.79,2.49,0.68,0.2,0.8,0.65,1.41,1.2,0.48,0.377,0.16,0.41,0.349,0.241,0.095,0.006,mt,0.0,0.642,0.06,0.02,0.087,0.0,0.003,0.0,0.007,0.181,0.0,0.0,0.0,-12.0,0.051,3961,Moravsky Krumlov,Rokytna,562.3,226,4781406,2901717,CZE,SMO,Morava,1981,2004,0,0.0,0.0,1.007,RL35129670,20397320.0,K,0,0,m,0.179,0.097,3.783,2.14,0.587,0.577,166.3,0.017,0.554,7.75,4.079,50.1,10.891,0.0,0.201,0.11,0.464,2.28,0.602,0.568,167.278,0.02,0.634,7.472,3.843,48.139,11.109,0.0,1.84,1.63,2.0,1.35,3.9,2.43,1.58,0.18,0.2,0,0,1,13514
882,27.455,436,442,58,288,128,8.7,237,0.677,0.33,1.92,2.49,1.7,1.3,1.37,0.38,0.08,16.75,1.24,jja,236.75,3.8,djf,311,0.136,0.0,0.797,0.0,0.015,0.029,5.21,4.86,0.82,0.27,0.9,0.68,1.0,1.18,0.48,0.407,0.15,0.439,0.348,0.213,0.131,0.009,ss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.869,0.131,0.0,0.0,0.0,-13.9,0.176,402,Korycany pod prehradou,Kyjovka,27.6,285,4844983,2914918,CZE,ZLN,Morava,1981,2004,0,0.0,0.0,0.995,RL35130096,20397832.0,A,0,0,s,0.229,0.119,1.746,2.201,0.561,0.531,193.7,0.044,0.544,9.5,3.22,19.15,15.958,0.0,0.213,0.113,1.656,1.525,0.552,0.511,189.75,0.041,0.617,10.917,3.047,29.694,21.816,0.0,1.92,1.83,1.99,1.48,4.22,2.49,1.7,0.23,0.21,0,0,1,13514
